Bill Id,Product Name,Count,Tax,Unit Price,Subtotal
320,NECTAR FRUTTO 300ML,1,495.0,2605.04,2605.04
320,VIVE 380ML,1,447.0,2352.94,2352.94
320,SUBMARINO 35 GR,1,271.0,1428.57,1428.57
320,PASTILLAS CHAO CEREZA,1,239.0,1260.5,1260.5
320,JUGO HIT 500 ML,1,463.0,2436.97,2436.97
320,BUSCAPINA FEM,1,0.0,2100.0,2100.0
320,PASTILLAS CHAO CEREZA,1,239.0,1260.5,1260.5
320,YOGO YOGO 150GR,1,335.0,1764.71,1764.71
320,PALOKITOS LIMON 32 GR,1,0.0,1500.0,1500.0
320,DUCALES TENTACION 26GR,1,176.0,924.37,924.37
320,QUESO PERA ALQUERIA 38GR,1,0.0,2900.0,2900.0
320,PASTILLAS CHAO CEREZA,1,239.0,1260.5,1260.5
320,AGUA CIELO LITRO,1,0.0,2200.0,2200.0
320,TOALLAS NOCTURNAS X UND,10,0.0,1450.0,14500.0
320,TAMPONES O.B,1,1150.0,6050.42,6050.42
320,ALPINITO 45 GR,1,303.0,1596.64,1596.64
320,TODO RICO BBQ 45GR,1,479.0,2521.01,2521.01
320,SPEED MAX 269ML,1,287.0,1512.61,1512.61
320,EMPANADAS,2,0.0,3000.0,6000.0
320,MALBORO ROJOX10,1,846.0,4453.78,4453.78
320,COCACOLA 600ML,1,639.0,3361.34,3361.34
320,EMPANADAS,2,0.0,3000.0,6000.0
320,JET 11GR,1,176.0,924.37,924.37
320,PANQUE BIMBO 60GR,1,335.0,1764.71,1764.71
320,NECTAR CAJITA 200ML,1,447.0,2352.94,2352.94
320,NECTAR CAJITA 200ML,1,447.0,2352.94,2352.94
320,DORITOS 34 GR,1,351.0,1848.74,1848.74
320,TRIDENT 10 GR,1,319.0,1680.67,1680.67
320,EMPANADAS,1,0.0,3000.0,3000.0
320,EMPANADAS,1,0.0,3000.0,3000.0
320,BRIDGE 30 GR,2,271.0,714.29,1428.58
320,FUZE TEA 400ML,1,447.0,2352.94,2352.94
320,EMPANADAS,2,0.0,3000.0,6000.0
320,CAPUCHINO 7 OZ,1,0.0,3000.0,3000.0
320,PONKY 33 GR,1,271.0,1428.57,1428.57
320,CLEARS 15GR,1,112.0,588.24,588.24
320,EMPANADAS,1,0.0,3000.0,3000.0
320,PASTELES. PALITOS,1,0.0,3500.0,3500.0
320,GATORADE 500 ML,1,623.0,3277.31,3277.31
320,ESFEROS MINAS SURTIDOS,1,1038.0,5462.18,5462.18
320,BRISA LIMON-MANZANA 600ML,1,479.0,2521.01,2521.01
320,JUGO HIT CAJITA 200ML,1,255.0,1344.54,1344.54
320,BRIDGE 30 GR,2,271.0,714.29,1428.58
320,RAINBOW 20 GR,1,239.0,1260.5,1260.5
320,CANDY TOY MONSTER TRUCK 12GR,1,1916.0,10084.03,10084.03
320,CANDY TOY MONSTER TRUCK 12GR,1,1916.0,10084.03,10084.03
320,PASTELES. PALITOS,1,0.0,3500.0,3500.0
320,JUGO HIT 500 ML,1,463.0,2436.97,2436.97
320,DORITOS 185 GR,1,1429.0,7521.01,7521.01
320,TODO RICO BBQ 150,1,1421.0,7478.99,7478.99
320,TRIDENT 10 GR,2,639.0,1680.67,3361.34
320,PASTELES. PALITOS,1,0.0,3500.0,3500.0
320,GOL MINI 11GR,1,144.0,756.3,756.3
320,YOGO YOGO 150GR,1,335.0,1764.71,1764.71
320,YOGO YOGO 150GR,1,335.0,1764.71,1764.71
320,MENTA CHAO LÍNEA,1,96.0,504.2,504.2
320,ALPIN BOTELLA 300ML,1,734.0,3865.55,3865.55
320,BIMBOLETES 40GR,1,319.0,1680.67,1680.67
320,PONKY 33 GR,1,271.0,1428.57,1428.57
320,CAPUCHINO 7 OZ,1,0.0,3000.0,3000.0
320,TRIDENT 10 GR,1,319.0,1680.67,1680.67
320,EMPANADAS,1,0.0,3000.0,3000.0
320,DE TODITO 45 GR,1,471.0,2478.99,2478.99
320,JUGO HIT CAJITA 200ML,1,255.0,1344.54,1344.54
320,NUCITA CREMA 14 GR,1,144.0,756.3,756.3
320,SPARKIES 25 GR,1,239.0,1260.5,1260.5
320,JUGO HIT 500 ML,1,463.0,2436.97,2436.97
320,TRULULU CHOCOLORES 30GR,2,479.0,1260.5,2521.0
320,PONY MALTA 330 ML,1,447.0,2352.94,2352.94
320,GALLETA NUCITA 20 GR,1,152.0,798.32,798.32
320,PASTELES. PALITOS,1,0.0,3500.0,3500.0
320,DOUBLEMINT 15 STICKS,1,1022.0,5378.15,5378.15
320,MOÑAS X,1,0.0,1000.0,1000.0
320,PASTELES. PALITOS,2,0.0,3500.0,7000.0
320,JUGO HIT CAJITA 200ML,1,255.0,1344.54,1344.54
320,JUMBO MINIS X10 UND 180GR,1,1581.0,8319.33,8319.33
320,BURBUJAS JET X12 168 GR,1,2092.0,11008.4,11008.4
320,BONBONBUM X24 456GR,1,1836.0,9663.87,9663.87
320,COCA COLA FLEXI 400 ML,1,495.0,2605.04,2605.04
320,PALETA ALOHA MANGO BICHE 65GR,1,447.0,2352.94,2352.94
320,PULP NECTAR 400ML,1,447.0,2352.94,2352.94
320,TRIDENT 10 GR,1,319.0,1680.67,1680.67
320,EMPANADAS,1,0.0,3000.0,3000.0
